,commodity_desc,state_alpha,statisticcat_desc,util_practice_desc,unit_desc,state_alpha,freq_desc,year,reference_period_desc,Value
234,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1962,FIRST OF DEC,505125000
235,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1961,FIRST OF MAR,441639000
236,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1961,FIRST OF JUN,366301000
237,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1961,FIRST OF SEP,314438000
238,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1961,FIRST OF DEC,495892000
239,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1960,FIRST OF MAR,366945000
240,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1960,FIRST OF JUN,320227000
241,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1960,FIRST OF SEP,236433000
242,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1960,FIRST OF DEC,534328000
243,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1959,FIRST OF MAR,312676000
244,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1959,FIRST OF JUN,244551000
245,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1959,FIRST OF SEP,186414000
246,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1959,FIRST OF DEC,447358000
247,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1958,FIRST OF MAR,268463000
248,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1958,FIRST OF JUN,223248000
249,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1958,FIRST OF SEP,164653000
250,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1958,FIRST OF DEC,376132000
251,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1957,FIRST OF MAR,158825000
252,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1957,FIRST OF JUN,143672000
253,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1957,FIRST OF SEP,132490000
254,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1957,FIRST OF DEC,324566000
255,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1956,FIRST OF MAR,147158000
256,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1956,FIRST OF JUN,128308000
257,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1956,FIRST OF SEP,109603000
258,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1956,FIRST OF DEC,183094000
259,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1955,FIRST OF MAR,183813000
260,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1955,FIRST OF JUN,146772000
261,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1955,FIRST OF SEP,118959000
262,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1955,FIRST OF DEC,178019000
263,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1954,FIRST OF MAR,169445000
264,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1954,FIRST OF JUN,126722000
265,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1954,FIRST OF SEP,103449000
266,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1954,FIRST OF DEC,241504000
267,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1953,FIRST OF MAR,175545000
268,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1953,FIRST OF JUN,135548000
269,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1953,FIRST OF SEP,78455000
270,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1953,FIRST OF DEC,231948000
271,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1952,FIRST OF MAR,128161000
272,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1952,FIRST OF JUN,90789000
273,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1952,FIRST OF SEP,56740000
274,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1952,FIRST OF DEC,240496000
275,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1951,FIRST OF MAR,189174000
276,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1951,FIRST OF JUN,146183000
277,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1951,FIRST OF SEP,106111000
278,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1951,FIRST OF DEC,201940000
279,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1950,FIRST OF MAR,166946000
280,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1950,FIRST OF JUN,139218000
281,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1950,FIRST OF SEP,104012000
282,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1950,FIRST OF DEC,279130000
283,CORN,NE,STOCKS,GRAIN,BU,NE,POINT IN TIME,1949,FIRST OF DEC,236889000
284,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2020,FIRST OF MAR,423613000
285,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2020,FIRST OF JUN,261963000
286,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2020,FIRST OF SEP,151918000
287,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2019,FIRST OF MAR,406439000
288,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2019,FIRST OF JUN,261797000
289,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2019,FIRST OF SEP,154290000
290,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2019,FIRST OF DEC,537877000
291,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2018,FIRST OF MAR,417323000
292,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2018,FIRST OF JUN,271436000
293,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2018,FIRST OF SEP,149075000
294,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2018,FIRST OF DEC,539411000
295,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2017,FIRST OF MAR,411962000
296,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2017,FIRST OF JUN,272082000
297,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2017,FIRST OF SEP,166789000
298,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2017,FIRST OF DEC,550631000
299,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2016,FIRST OF MAR,426028000
300,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2016,FIRST OF JUN,254685000
301,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2016,FIRST OF SEP,132429000
302,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2016,FIRST OF DEC,550918000
303,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2015,FIRST OF MAR,393875000
304,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2015,FIRST OF JUN,236791000
305,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2015,FIRST OF SEP,131350000
306,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2015,FIRST OF DEC,568938000
307,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2014,FIRST OF MAR,368902000
308,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2014,FIRST OF JUN,254202000
309,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2014,FIRST OF SEP,93295000
310,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2014,FIRST OF DEC,509710000
311,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2013,FIRST OF MAR,302555000
312,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2013,FIRST OF JUN,170310000
313,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2013,FIRST OF SEP,57386000
314,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2013,FIRST OF DEC,490700000
315,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2012,FIRST OF MAR,336532000
316,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2012,FIRST OF JUN,185197000
317,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2012,FIRST OF SEP,65881000
318,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2012,FIRST OF DEC,387356000
319,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2011,FIRST OF MAR,385814000
320,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2011,FIRST OF JUN,245074000
321,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2011,FIRST OF SEP,95167000
322,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2011,FIRST OF DEC,435630000
323,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2010,FIRST OF MAR,376390000
324,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2010,FIRST OF JUN,265565000
325,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2010,FIRST OF SEP,163233000
326,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2010,FIRST OF DEC,456320000
327,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2009,FIRST OF MAR,318288000
328,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2009,FIRST OF JUN,236033000
329,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2009,FIRST OF SEP,129454000
330,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2009,FIRST OF DEC,410288000
331,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2008,FIRST OF MAR,336772000
332,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2008,FIRST OF JUN,215182000
333,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2008,FIRST OF SEP,118514000
334,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2008,FIRST OF DEC,406700000
335,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2007,FIRST OF MAR,301568000
336,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2007,FIRST OF JUN,188516000
337,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2007,FIRST OF SEP,107515000
338,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2007,FIRST OF DEC,415152000
339,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2006,FIRST OF MAR,336280000
340,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2006,FIRST OF JUN,225781000
341,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2006,FIRST OF SEP,154213000
342,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2006,FIRST OF DEC,374988000
343,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2005,FIRST OF MAR,301122000
344,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2005,FIRST OF JUN,221217000
345,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2005,FIRST OF SEP,180286000
346,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2005,FIRST OF DEC,403541000
347,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2004,FIRST OF MAR,268219000
348,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2004,FIRST OF JUN,181955000
349,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2004,FIRST OF SEP,65601000
350,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2004,FIRST OF DEC,361124000
351,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2003,FIRST OF MAR,270547000
352,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2003,FIRST OF JUN,192495000
353,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2003,FIRST OF SEP,100220000
354,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2003,FIRST OF DEC,317438000
355,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2002,FIRST OF MAR,297176000
356,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2002,FIRST OF JUN,201470000
357,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2002,FIRST OF SEP,151258000
358,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2002,FIRST OF DEC,325944000
359,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2001,FIRST OF MAR,276714000
360,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2001,FIRST OF JUN,214500000
361,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2001,FIRST OF SEP,178266000
362,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2001,FIRST OF DEC,370485000
363,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2000,FIRST OF MAR,264660000
364,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2000,FIRST OF JUN,187336000
365,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2000,FIRST OF SEP,125059000
366,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,2000,FIRST OF DEC,326809000
367,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1999,FIRST OF MAR,261378000
368,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1999,FIRST OF JUN,169515000
369,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1999,FIRST OF SEP,159889000
370,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1999,FIRST OF DEC,329705000
371,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1998,FIRST OF MAR,232251000
372,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1998,FIRST OF JUN,137444000
373,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1998,FIRST OF SEP,97377000
374,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1998,FIRST OF DEC,334970000
375,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1997,FIRST OF MAR,221517000
376,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1997,FIRST OF JUN,144020000
377,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1997,FIRST OF SEP,73910000
378,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1997,FIRST OF DEC,328135000
379,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1996,FIRST OF MAR,239795000
380,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1996,FIRST OF JUN,123900000
381,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1996,FIRST OF SEP,32056000
382,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1996,FIRST OF DEC,295352000
383,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1995,FIRST OF MAR,242643000
384,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1995,FIRST OF JUN,153036000
385,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1995,FIRST OF SEP,101199000
386,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1995,FIRST OF DEC,276233000
387,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1994,FIRST OF MAR,195311000
388,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1994,FIRST OF JUN,131136000
389,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1994,FIRST OF SEP,67191000
390,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1994,FIRST OF DEC,299788000
391,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1993,FIRST OF MAR,226008000
392,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1993,FIRST OF JUN,182844000
393,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1993,FIRST OF SEP,141775000
394,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1993,FIRST OF DEC,244247000
395,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1992,FIRST OF MAR,271085000
396,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1992,FIRST OF JUN,179374000
397,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1992,FIRST OF SEP,97848000
398,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1992,FIRST OF DEC,261575000
399,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1991,FIRST OF MAR,219284000
400,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1991,FIRST OF JUN,195402000
401,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1991,FIRST OF SEP,146418000
402,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1991,FIRST OF DEC,320259000
403,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1990,FIRST OF MAR,284112000
404,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1990,FIRST OF JUN,195031000
405,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1990,FIRST OF SEP,96750000
406,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1990,FIRST OF DEC,234865000
407,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1989,FIRST OF MAR,338793000
408,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1989,FIRST OF JUN,229819000
409,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1989,FIRST OF SEP,185692000
410,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1989,FIRST OF DEC,343768000
411,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1988,FIRST OF MAR,415716000
412,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1988,FIRST OF JUN,339139000
413,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1988,FIRST OF SEP,313529000
414,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1988,FIRST OF DEC,419631000
415,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1987,FIRST OF MAR,412360000
416,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1987,FIRST OF JUN,393809000
417,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1987,FIRST OF SEP,360619000
418,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1987,FIRST OF DEC,479543000
419,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1986,FIRST OF MAR,255832000
420,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1986,FIRST OF JUN,246056000
421,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1986,FIRST OF SEP,292324000
422,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1986,FIRST OF DEC,441382000
423,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1985,FIRST OF MAR,157761000
424,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1985,FIRST OF JUN,125598000
425,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1985,FIRST OF SEP,143243000
426,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1985,FIRST OF DEC,301023000
427,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1984,FIRST OF MAR,217031000
428,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1984,FIRST OF JUN,160682000
429,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1984,FIRST OF SEP,84613000
430,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1984,FIRST OF DEC,197725000
431,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1983,FIRST OF MAR,281792000
432,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1983,FIRST OF JUN,294494000
433,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1983,FIRST OF SEP,295887000
434,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1983,FIRST OF DEC,294975000
435,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1982,FIRST OF MAR,169783000
436,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1982,FIRST OF JUN,155300000
437,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1982,FIRST OF SEP,170480000
438,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1982,FIRST OF DEC,284721000
439,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1981,FIRST OF MAR,135255000
440,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1981,FIRST OF JUN,91503000
441,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1981,FIRST OF SEP,68734000
442,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1981,FIRST OF DEC,190287000
