Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2020,FIRST OF MAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"993,613,000",
SURVEY,2020,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"571,963,000",
SURVEY,2020,FIRST OF SEP,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"238,918,000",
SURVEY,2019,FIRST OF MAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,006,439,000",
SURVEY,2019,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"571,797,000",
SURVEY,2019,FIRST OF SEP,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"239,290,000",
SURVEY,2019,FIRST OF DEC,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,477,877,000",
SURVEY,2018,FIRST OF MAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"957,323,000",
SURVEY,2018,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"551,436,000",
SURVEY,2018,FIRST OF SEP,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"210,075,000",
SURVEY,2018,FIRST OF DEC,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,449,411,000",
SURVEY,2017,FIRST OF MAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,001,962,000",
SURVEY,2017,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"577,082,000",
SURVEY,2017,FIRST OF SEP,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"257,789,000",
SURVEY,2017,FIRST OF DEC,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,460,631,000",
SURVEY,2016,FIRST OF MAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"956,028,000",
SURVEY,2016,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"539,685,000",
SURVEY,2016,FIRST OF SEP,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"216,429,000",
SURVEY,2016,FIRST OF DEC,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,420,918,000",
SURVEY,2015,FIRST OF MAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"823,875,000",
SURVEY,2015,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"456,791,000",
SURVEY,2015,FIRST OF SEP,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"182,350,000",
SURVEY,2015,FIRST OF DEC,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,388,938,000",
SURVEY,2014,FIRST OF MAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"808,902,000",
SURVEY,2014,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"444,202,000",
SURVEY,2014,FIRST OF SEP,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"141,295,000",
SURVEY,2014,FIRST OF DEC,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,289,710,000",
SURVEY,2013,FIRST OF MAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"587,555,000",
SURVEY,2013,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"300,310,000",
SURVEY,2013,FIRST OF SEP,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"79,386,000",
SURVEY,2013,FIRST OF DEC,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,250,700,000",
SURVEY,2012,FIRST OF MAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"686,532,000",
SURVEY,2012,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"355,197,000",
SURVEY,2012,FIRST OF SEP,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"93,881,000",
SURVEY,2012,FIRST OF DEC,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"957,356,000",
SURVEY,2011,FIRST OF MAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"765,814,000",
SURVEY,2011,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"435,074,000",
SURVEY,2011,FIRST OF SEP,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"119,167,000",
SURVEY,2011,FIRST OF DEC,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,165,630,000",
SURVEY,2010,FIRST OF MAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"906,390,000",
SURVEY,2010,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"520,565,000",
SURVEY,2010,FIRST OF SEP,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"211,233,000",
SURVEY,2010,FIRST OF DEC,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,196,320,000",
SURVEY,2009,FIRST OF MAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"808,288,000",
SURVEY,2009,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"486,033,000",
SURVEY,2009,FIRST OF SEP,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"196,454,000",
SURVEY,2009,FIRST OF DEC,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,340,288,000",
SURVEY,2008,FIRST OF MAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"766,772,000",
SURVEY,2008,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"395,182,000",
SURVEY,2008,FIRST OF SEP,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"166,514,000",
SURVEY,2008,FIRST OF DEC,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,186,700,000",
SURVEY,2007,FIRST OF MAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"641,568,000",
SURVEY,2007,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"368,516,000",
SURVEY,2007,FIRST OF SEP,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"154,515,000",
SURVEY,2007,FIRST OF DEC,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,195,152,000",
SURVEY,2006,FIRST OF MAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"806,280,000",
SURVEY,2006,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"500,781,000",
SURVEY,2006,FIRST OF SEP,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"239,213,000",
SURVEY,2006,FIRST OF DEC,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,004,988,000",
SURVEY,2005,FIRST OF MAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"821,122,000",
SURVEY,2005,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"511,217,000",
SURVEY,2005,FIRST OF SEP,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"280,286,000",
SURVEY,2005,FIRST OF DEC,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,183,541,000",
SURVEY,2004,FIRST OF MAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"648,219,000",
SURVEY,2004,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"341,955,000",
SURVEY,2004,FIRST OF SEP,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"114,601,000",
SURVEY,2004,FIRST OF DEC,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,121,124,000",
SURVEY,2003,FIRST OF MAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"595,547,000",
SURVEY,2003,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"357,495,000",
SURVEY,2003,FIRST OF SEP,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"154,220,000",
SURVEY,2003,FIRST OF DEC,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"967,438,000",
SURVEY,2002,FIRST OF MAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"707,176,000",
SURVEY,2002,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"421,470,000",
SURVEY,2002,FIRST OF SEP,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"231,258,000",
SURVEY,2002,FIRST OF DEC,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"855,944,000",
SURVEY,2001,FIRST OF MAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"686,714,000",
SURVEY,2001,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"444,500,000",
SURVEY,2001,FIRST OF SEP,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"256,266,000",
SURVEY,2001,FIRST OF DEC,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,040,485,000",
SURVEY,2000,FIRST OF MAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"689,660,000",
SURVEY,2000,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"437,336,000",
SURVEY,2000,FIRST OF SEP,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"230,059,000",
SURVEY,2000,FIRST OF DEC,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - STOCKS, MEASURED IN BU",TOTAL,NOT SPECIFIED,"966,809,000",
